Country,Totals,Year,TIV
United States of America,713634,1980,10741
United States of America,713634,1981,13610
United States of America,713634,1982,14008
United States of America,713634,1983,13940
United States of America,713634,1984,11889
United States of America,713634,1985,10804
United States of America,713634,1986,11635
United States of America,713634,1987,12206
United States of America,713634,1988,11869
United States of America,713634,1989,11319
United States of America,713634,1990,10609
United States of America,713634,1991,12509
United States of America,713634,1992,14079
United States of America,713634,1993,13808
United States of America,713634,1994,11500
United States of America,713634,1995,11189
United States of America,713634,1996,10851
United States of America,713634,1997,14513
United States of America,713634,1998,15715
United States of America,713634,1999,11545
United States of America,713634,2000,7572
United States of America,713634,2001,5590
United States of America,713634,2002,4893
United States of America,713634,2003,5662
United States of America,713634,2004,6846
United States of America,713634,2005,6787
United States of America,713634,2006,7545
United States of America,713634,2007,7864
United States of America,713634,2008,6804
United States of America,713634,2009,6888
United States of America,713634,2010,8074
United States of America,713634,2011,8943
United States of America,713634,2012,9053
United States of America,713634,2013,7504
United States of America,713634,2014,9602
United States of America,713634,2015,9932
United States of America,713634,2016,9864
United States of America,713634,2017,11909
United States of America,713634,2018,9824
United States of America,713634,2019,10923
United States of America,713634,2020,9233
United States of America,713634,2021,10613
Unknown supplier(s),950,1950,23
Unknown supplier(s),950,1951,12
Unknown supplier(s),950,1955,2
Unknown supplier(s),950,1956,17
Unknown supplier(s),950,1957,17
Unknown supplier(s),950,1958,17
Unknown supplier(s),950,1959,17
Unknown supplier(s),950,1960,17
Unknown supplier(s),950,1961,19
Unknown supplier(s),950,1962,5
Unknown supplier(s),950,1963,1
Unknown supplier(s),950,1964,1
Unknown supplier(s),950,1965,14
Unknown supplier(s),950,1966,1
Unknown supplier(s),950,1967,12
Unknown supplier(s),950,1969,0
Unknown supplier(s),950,1971,3
Unknown supplier(s),950,1972,12
Unknown supplier(s),950,1973,4
Unknown supplier(s),950,1974,7
Unknown supplier(s),950,1975,15
Unknown supplier(s),950,1976,7
Unknown supplier(s),950,1977,1
Unknown supplier(s),950,1978,12
Unknown supplier(s),950,1979,31
Unknown supplier(s),950,1980,30
Unknown supplier(s),950,1981,42
Unknown supplier(s),950,1982,21
Unknown supplier(s),950,1983,9
Unknown supplier(s),950,1984,2
Unknown supplier(s),950,1985,7
Unknown supplier(s),950,1986,42
Unknown supplier(s),950,1987,2
Unknown supplier(s),950,1988,8
Unknown supplier(s),950,1989,6
Unknown supplier(s),950,1990,10
Unknown supplier(s),950,1991,9
Unknown supplier(s),950,1992,3
Unknown supplier(s),950,1993,38
Unknown supplier(s),950,1994,53
Unknown supplier(s),950,1995,1
Unknown supplier(s),950,1996,75
Unknown supplier(s),950,1997,10
Unknown supplier(s),950,1998,3
Unknown supplier(s),950,1999,2
Unknown supplier(s),950,2000,11
Unknown supplier(s),950,2001,17
Unknown supplier(s),950,2002,16
Unknown supplier(s),950,2003,10
Unknown supplier(s),950,2004,13
Unknown supplier(s),950,2005,49
Unknown supplier(s),950,2006,9
Unknown supplier(s),950,2007,0
Unknown supplier(s),950,2008,35
Unknown supplier(s),950,2009,9
Unknown supplier(s),950,2010,30
Unknown supplier(s),950,2011,8
Unknown supplier(s),950,2012,14
Unknown supplier(s),950,2013,10
Unknown supplier(s),950,2014,26
Unknown supplier(s),950,2015,12
Unknown supplier(s),950,2016,5
Unknown supplier(s),950,2017,6
Unknown supplier(s),950,2018,4
Unknown supplier(s),950,2019,11
Unknown supplier(s),950,2020,3
Unknown supplier(s),950,2021,14
Uruguay,7,1960,6
Uruguay,7,2000,1
Uzbekistan,1111,2003,252
Uzbekistan,1111,2004,126
Uzbekistan,1111,2005,4
Uzbekistan,1111,2009,209
Uzbekistan,1111,2010,209
Uzbekistan,1111,2011,209
Uzbekistan,1111,2015,34
Uzbekistan,1111,2016,68
Venezuela,80,1969,17
Venezuela,80,1975,13
Venezuela,80,1987,0
Venezuela,80,2004,1
Venezuela,80,2006,7
Venezuela,80,2008,3
Venezuela,80,2009,40
Viet Nam,36,1972,0
Viet Nam,36,1987,11
Viet Nam,36,2006,14
Viet Nam,36,2018,10
Yugoslavia,1480,1956,17
Yugoslavia,1480,1958,71
Yugoslavia,1480,1960,6
Yugoslavia,1480,1964,23
Yugoslavia,1480,1965,23
Yugoslavia,1480,1969,21
Yugoslavia,1480,1970,3
Yugoslavia,1480,1971,21
Yugoslavia,1480,1973,35
Yugoslavia,1480,1975,14
Yugoslavia,1480,1976,65
Yugoslavia,1480,1977,71
Yugoslavia,1480,1978,45
Yugoslavia,1480,1979,25
Yugoslavia,1480,1980,102
Yugoslavia,1480,1981,102
Yugoslavia,1480,1982,22
Yugoslavia,1480,1983,47
Yugoslavia,1480,1984,71
Yugoslavia,1480,1985,94
Yugoslavia,1480,1986,8
Yugoslavia,1480,1987,2
Yugoslavia,1480,1988,16
Yugoslavia,1480,1989,18
Yugoslavia,1480,1990,80
Yugoslavia,1480,1991,480
Zambia,2,1990,2
Zimbabwe,5,1964,1
Zimbabwe,5,2001,4
